set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,main_tag,year,volume,weight,piece_cnt,minifig_cnt
41062-1,Elsa's Sparkling Ice Castle,39.99,47.0,27.0,4.5,2.0,Licensed,Disney,Frozen,,2015.0,4359.156,0.53,292.0,3.0
41063-1,Ariel's Undersea Palace,54.99,106.0,47.0,,,Licensed,Disney,The Little Mermaid,,2015.0,5704.788000000001,0.79,379.0,2.0
41071-1,Aira's Creative Workshop,9.99,15.0,9.0,4.0,2.0,Action/Adventure,Elves,,,2015.0,996.1649999999997,0.12,98.0,1.0
41072-1,Naida's Spa Secret,19.99,69.0,30.0,4.0,2.0,Action/Adventure,Elves,,,2015.0,3603.024,0.41,249.0,1.0
41073-1,Naida's Epic Adventure Ship,29.99,41.0,30.0,4.0,1.0,Action/Adventure,Elves,,,2015.0,4359.156,0.51,312.0,2.0
41074-1,Azari and the Magical Bakery,29.99,50.0,32.0,4.0,1.0,Action/Adventure,Elves,,,2015.0,4359.156,0.53,324.0,2.0
41075-1,The Elves' Treetop Hideaway,49.99,53.0,48.0,3.5,2.0,Action/Adventure,Elves,,,2015.0,8256.96,0.88,505.0,3.0
41076-1,Farran and the Crystal Hollow,14.99,15.0,17.0,4.5,2.0,Action/Adventure,Elves,,,2015.0,1642.7910000000002,0.21,175.0,1.0
41077-1,Aira's Pegasus Sleigh,29.99,40.0,29.0,4.0,1.0,Action/Adventure,Elves,,,2015.0,5704.788000000001,0.53,319.0,2.0
41078-1,Skyra's Mysterious Sky Castle,79.99,112.0,84.0,5.0,2.0,Action/Adventure,Elves,,,2015.0,12882.239999999998,1.37,808.0,3.0
41085-1,Vet Clinic,19.99,28.0,15.0,4.0,1.0,Girls,Friends,Vet,,2015.0,3052.562,0.38,192.0,1.0
41086-1,Vet Ambulance,9.99,11.0,5.0,3.0,1.0,Girls,Friends,Vet,,2015.0,996.1649999999997,0.12,89.0,1.0
41087-1,Bunny & Babies,4.99,12.0,3.0,4.0,2.0,Girls,Friends,Vet,,2015.0,521.794,0.06,47.0,0.0
41088-1,Puppy Training,4.99,7.0,3.0,,,Girls,Friends,Vet,,2015.0,521.794,0.07,65.0,0.0
41089-1,Little Foal,4.99,7.0,4.0,,,Girls,Friends,Vet,,2015.0,521.794,0.07,43.0,0.0
41090-1,Olivia's Garden Pool,9.99,9.0,6.0,,,Girls,Friends,,,2015.0,996.1649999999997,0.13,82.0,1.0
41091-1,Mia's Roadster,14.99,18.0,8.0,5.0,1.0,Girls,Friends,,,2015.0,1238.826,0.2,187.0,1.0
41092-1,Stephanie's Pizzeria,9.99,12.0,6.0,4.3,3.0,Girls,Friends,,,2015.0,996.1649999999997,0.12,87.0,1.0
41093-1,Heartlake Hair Salon,29.99,41.0,29.0,,,Girls,Friends,,,2015.0,4359.156,0.57,318.0,2.0
41094-1,Heartlake Lighthouse,39.99,45.0,29.0,5.0,1.0,Girls,Friends,,,2015.0,7105.964,0.83,473.0,2.0
41095-1,Emma's House,69.99,86.0,64.0,4.0,1.0,Girls,Friends,,,2015.0,11877.84,1.43,706.0,3.0
41097-1,Heartlake Hot Air Balloon,19.99,24.0,16.0,,,Girls,Friends,,,2015.0,4359.156,0.43,254.0,2.0
41098-1,Emma's Tourist Kiosk,9.99,9.0,5.0,4.0,1.0,Girls,Friends,,,2015.0,996.1649999999997,0.12,98.0,1.0
41099-1,Heartlake Skate Park,19.99,17.0,11.0,,,Girls,Friends,,,2015.0,3052.562,0.34,199.0,1.0
41100-1,Heartlake Private Jet,29.99,43.0,20.0,4.0,1.0,Girls,Friends,,,2015.0,3989.2259999999997,0.45,230.0,2.0
41101-1,Heartlake Grand Hotel,129.99,179.0,111.0,5.0,1.0,Girls,Friends,,,2015.0,22659.588000000003,2.32,1552.0,5.0
41102-1,Friends Advent Calendar,29.99,21.0,8.0,4.0,1.0,Girls,Friends,Seasonal,,2015.0,7105.964,0.38,233.0,2.0
41103-1,Pop Star Recording Studio,14.99,17.0,8.0,,,Girls,Friends,Pop Star,,2015.0,1238.826,0.18,172.0,1.0
41104-1,Pop Star Dressing Room,29.99,50.0,10.0,4.0,1.0,Girls,Friends,Pop Star,,2015.0,3989.2259999999997,0.49,279.0,2.0
41105-1,Pop Star Show Stage,39.99,40.0,17.0,,,Girls,Friends,Pop Star,,2015.0,5704.788000000001,0.7,446.0,2.0
41106-1,Pop Star Tour Bus,59.99,73.0,33.0,,,Girls,Friends,Pop Star,,2015.0,10016.64,1.18,682.0,3.0
41107-1,Pop Star Limousine,24.99,33.0,14.0,5.0,1.0,Girls,Friends,Pop Star,,2015.0,3989.2259999999997,0.4,265.0,2.0
41108-1,Heartlake Food Market,39.99,48.0,26.0,,,Girls,Friends,,,2015.0,7105.964,0.72,388.0,2.0
41109-1,Heartlake City Airport,89.99,121.0,93.0,3.0,1.0,Girls,Friends,,,2015.0,17055.36,1.41,692.0,3.0
41527-1,Rokit,4.99,6.0,4.0,5.0,2.0,Licensed,Mixels,Series 4,,2015.0,351.0,0.05,66.0,0.0
41528-1,Niksput,4.99,5.0,4.0,,,Licensed,Mixels,Series 4,,2015.0,351.0,0.05,62.0,0.0
41529-1,Nurp-Naut,4.99,5.0,3.0,5.0,2.0,Licensed,Mixels,Series 4,,2015.0,351.0,0.05,52.0,0.0
41530-1,Meltus,4.99,8.0,5.0,4.0,1.0,Licensed,Mixels,Series 4,,2015.0,351.0,0.05,66.0,0.0
41531-1,Flamzer,4.99,6.0,5.0,3.0,1.0,Licensed,Mixels,Series 4,,2015.0,351.0,0.05,60.0,0.0
41532-1,Burnard,4.99,7.0,4.0,5.0,1.0,Licensed,Mixels,Series 4,,2015.0,351.0,0.05,59.0,0.0
41533-1,Globert,4.99,13.0,7.0,3.0,1.0,Licensed,Mixels,Series 4,,2015.0,351.0,0.05,45.0,0.0
41534-1,Vampos,4.99,8.0,5.0,4.0,1.0,Licensed,Mixels,Series 4,,2015.0,351.0,0.05,59.0,0.0
41535-1,Boogly,4.99,7.0,4.0,4.5,2.0,Licensed,Mixels,Series 4,,2015.0,351.0,0.05,52.0,0.0
41536-1,Gox,4.99,5.0,5.0,4.5,2.0,Licensed,Mixels,Series 5,,2015.0,351.0,0.05,62.0,0.0
41537-1,Jinky,4.99,6.0,3.0,4.3,3.0,Licensed,Mixels,Series 5,,2015.0,351.0,0.05,59.0,0.0
41538-1,Kamzo,4.99,5.0,4.0,4.0,1.0,Licensed,Mixels,Series 5,,2015.0,351.0,0.05,58.0,0.0
41539-1,Krog,4.99,7.0,5.0,4.0,1.0,Licensed,Mixels,Series 5,,2015.0,351.0,0.05,60.0,0.0
41540-1,Chilbo,4.99,7.0,5.0,5.0,1.0,Licensed,Mixels,Series 5,,2015.0,351.0,0.05,65.0,0.0
41541-1,Snoof,4.99,7.0,5.0,4.0,1.0,Licensed,Mixels,Series 5,,2015.0,351.0,0.05,54.0,0.0
41542-1,Spugg,4.99,6.0,4.0,4.5,2.0,Licensed,Mixels,Series 5,,2015.0,351.0,0.05,51.0,0.0
41543-1,Turg,4.99,6.0,4.0,3.0,2.0,Licensed,Mixels,Series 5,,2015.0,351.0,0.05,56.0,0.0
41544-1,Tungster,4.99,6.0,4.0,2.0,1.0,Licensed,Mixels,Series 5,,2015.0,351.0,0.05,60.0,0.0
41545-1,Kramm,4.99,6.0,4.0,,,Licensed,Mixels,Series 6,,2015.0,351.0,0.06,68.0,0.0
41546-1,Forx,4.99,5.0,4.0,5.0,2.0,Licensed,Mixels,Series 6,,2015.0,351.0,0.05,65.0,0.0
41547-1,Wuzzo,4.99,5.0,3.0,,,Licensed,Mixels,Series 6,,2015.0,351.0,0.05,74.0,0.0
41548-1,Dribbal,4.99,7.0,5.0,4.0,2.0,Licensed,Mixels,Series 6,,2015.0,351.0,0.05,52.0,0.0
41549-1,Gurggle,4.99,6.0,4.0,3.0,1.0,Licensed,Mixels,Series 6,,2015.0,351.0,0.05,66.0,0.0
41550-1,Slusho,4.99,7.0,5.0,2.0,1.0,Licensed,Mixels,Series 6,,2015.0,351.0,0.05,53.0,0.0
41551-1,Snax,4.99,6.0,3.0,5.0,2.0,Licensed,Mixels,Series 6,,2015.0,351.0,0.05,51.0,0.0
41552-1,Berp,4.99,7.0,5.0,,,Licensed,Mixels,Series 6,,2015.0,351.0,0.05,68.0,0.0
41553-1,Vaka-Waka,4.99,7.0,4.0,5.0,1.0,Licensed,Mixels,Series 6,,2015.0,351.0,0.05,69.0,0.0
42031-1,Cherry Picker,12.99,23.0,9.0,4.3,4.0,Technical,Technic,,,2015.0,1350.3569999999995,0.19,155.0,0.0
42032-1,Compact Tracked Loader,19.99,24.0,15.0,5.0,6.0,Technical,Technic,,,2015.0,1773.2159999999994,0.3,252.0,0.0
42033-1,Record Breaker,19.99,21.0,9.0,4.0,2.0,Technical,Technic,,,2015.0,1773.2159999999994,0.27,125.0,0.0
42034-1,Quad Bike,19.99,27.0,13.0,3.5,2.0,Technical,Technic,,,2015.0,2425.482,0.32,148.0,0.0
42035-1,Mining Truck,29.99,44.0,22.0,4.0,1.0,Technical,Technic,,,2015.0,3603.024,0.58,362.0,0.0
42036-1,Street Motorcycle,39.99,48.0,34.0,4.2,6.0,Technical,Technic,,,2015.0,4732.98,0.68,375.0,0.0
42037-1,Formula Off-Roader,59.99,70.0,48.0,4.8,6.0,Technical,Technic,,,2015.0,7105.964,0.99,494.0,0.0
42038-1,Arctic Truck,84.99,86.0,56.0,3.5,2.0,Technical,Technic,,,2015.0,10016.64,1.38,913.0,0.0
42039-1,24 Hours Race Car,129.99,133.0,91.0,4.8,5.0,Technical,Technic,,,2015.0,17055.36,2.07,1219.0,0.0
42040-1,Fire Plane,49.99,74.0,32.0,4.8,5.0,Technical,Technic,,,2015.0,7105.964,1.17,578.0,0.0
42041-1,Race Truck,69.99,70.0,49.0,3.0,1.0,Technical,Technic,,,2015.0,8256.96,0.97,608.0,0.0
42042-1,Crawler Crane,149.99,188.0,125.0,4.6,5.0,Technical,Technic,,,2015.0,19139.652,2.22,1401.0,0.0
42043-1,Mercedes-Benz Arocs 3245,229.99,257.0,210.0,4.8,9.0,Technical,Technic,,,2015.0,34640.640000000014,4.49,2793.0,0.0
45517-1,Transformer 10V DC,32.99,29.0,18.0,,,Technical,Mindstorms,,,2015.0,,,1.0,0.0
60065-1,ATV Patrol,6.99,8.0,5.0,3.5,2.0,Modern day,City,Swamp Police,,2015.0,643.9159999999998,0.08,59.0,2.0
60066-1,Swamp Police Starter Set,9.99,12.0,7.0,5.0,2.0,Modern day,City,Swamp Police,,2015.0,996.1649999999997,0.13,78.0,4.0
60067-1,Helicopter Pursuit,39.99,38.0,17.0,4.0,1.0,Modern day,City,Swamp Police,,2015.0,5615.183999999998,0.64,253.0,3.0
60068-1,Crooks' Hideout,69.99,60.0,40.0,5.0,1.0,Modern day,City,Swamp Police,,2015.0,10016.64,1.06,473.0,5.0
60069-1,Swamp Police Station,89.99,88.0,46.0,4.5,2.0,Modern day,City,Swamp Police,,2015.0,13857.48,1.56,707.0,6.0
60070-1,Water Plane Chase,29.99,32.0,20.0,4.5,2.0,Modern day,City,Swamp Police,,2015.0,4359.156,0.56,263.0,2.0
60071-1,Hovercraft Arrest,44.99,43.0,20.0,5.0,1.0,Modern day,City,Swamp Police,,2015.0,5604.704000000001,0.74,331.0,3.0
60072-1,Demolition Starter Set,9.99,13.0,9.0,4.4,5.0,Modern day,City,Construction,,2015.0,1350.3569999999995,0.13,85.0,4.0
60073-1,Service Truck,24.99,34.0,15.0,4.8,5.0,Modern day,City,Construction,,2015.0,3052.562,0.39,233.0,2.0
60074-1,Bulldozer,39.99,37.0,24.0,5.0,1.0,Modern day,City,Construction,,2015.0,4359.156,0.56,384.0,2.0
60075-1,Excavator and Truck,49.99,59.0,32.0,,,Modern day,City,Construction,,2015.0,5604.704000000001,0.7,311.0,2.0
60076-1,Demolition Site,89.99,99.0,64.0,5.0,1.0,Modern day,City,Construction,,2015.0,11877.84,1.41,776.0,5.0
60077-1,Space Starter Set,9.99,13.0,7.0,4.3,3.0,Modern day,City,Space,,2015.0,996.1649999999997,0.14,107.0,4.0
60078-1,Utility Shuttle,24.99,28.0,19.0,4.8,4.0,Modern day,City,Space,,2015.0,3052.562,0.36,155.0,2.0
60079-1,Training Jet Transporter,49.99,53.0,25.0,5.0,1.0,Modern day,City,Space,,2015.0,7105.964,0.8,448.0,3.0
60080-1,Spaceport,119.99,122.0,84.0,3.7,3.0,Modern day,City,Space,,2015.0,12882.239999999998,1.53,586.0,5.0
60081-1,Pickup Tow Truck,19.99,26.0,15.0,4.7,3.0,Modern day,City,Great Vehicles,,2015.0,3052.562,0.41,209.0,2.0
60082-1,Dune Buggy Trailer,19.99,28.0,15.0,5.0,1.0,Modern day,City,Great Vehicles,,2015.0,3052.562,0.41,222.0,2.0
60083-1,Snowplough Truck,19.99,32.0,21.0,5.0,2.0,Modern day,City,Great Vehicles,,2015.0,3603.024,0.42,196.0,1.0
60084-1,Racing Bike Transporter,19.99,21.0,12.0,4.0,1.0,Modern day,City,Great Vehicles,,2015.0,3052.562,0.36,178.0,2.0
60085-1,4x4 with Powerboat,29.99,40.0,20.0,3.0,1.0,Modern day,City,Great Vehicles,,2015.0,6152.874,0.7,301.0,2.0
60086-1,LEGO City Starter Set,29.99,28.0,21.0,5.0,1.0,Modern day,City,Town,,2015.0,4359.156,0.52,242.0,5.0
60088-1,Fire Starter Set,9.99,11.0,8.0,,,Modern day,City,Fire,,2015.0,996.1649999999997,0.13,92.0,4.0
60090-1,Deep Sea Scuba Scooter,6.99,8.0,6.0,3.8,6.0,Modern day,City,Deep Sea Explorers,,2015.0,521.794,0.06,42.0,1.0
60091-1,Deep Sea Starter Set,9.99,14.0,8.0,4.5,2.0,Modern day,City,Deep Sea Explorers,,2015.0,996.1649999999997,0.14,90.0,3.0
60092-1,Deep Sea Submarine,39.99,55.0,28.0,4.5,4.0,Modern day,City,Deep Sea Explorers,,2015.0,5615.183999999998,0.57,274.0,3.0
60093-1,Deep Sea Helicopter,49.99,50.0,25.0,4.5,2.0,Modern day,City,Deep Sea Explorers,,2015.0,5704.788000000001,0.73,388.0,3.0
60095-1,Deep Sea Exploration Vessel,119.99,141.0,89.0,4.4,5.0,Modern day,City,Deep Sea Explorers,,2015.0,17055.36,1.73,717.0,7.0
60096-1,Deep Sea Operation Base,99.99,90.0,64.0,4.0,3.0,Modern day,City,Deep Sea Explorers,,2015.0,17055.36,1.64,907.0,5.0
60097-1,City Square,189.99,146.0,124.0,5.0,4.0,Modern day,City,Town,,2015.0,25959.528,3.19,1683.0,14.0
60098-1,Heavy-Haul Train,199.99,188.0,171.0,4.0,1.0,Modern day,City,Trains,,2015.0,25959.528,2.62,984.0,5.0
60099-1,City Advent Calendar,29.99,24.0,14.0,,,Modern day,City,Seasonal,,2015.0,7105.964,0.39,278.0,6.0
70166-1,Spyclops Infiltration,9.99,11.0,8.0,4.0,2.0,Action/Adventure,Ultra Agents,,,2015.0,996.1649999999997,0.13,109.0,2.0
70167-1,Invizable Gold Getaway,19.99,27.0,15.0,5.0,1.0,Action/Adventure,Ultra Agents,,,2015.0,2301.9320000000002,0.3,237.0,2.0
70168-1,Drillex Diamond Job,29.99,30.0,19.0,4.0,1.0,Action/Adventure,Ultra Agents,,,2015.0,3989.2259999999997,0.44,312.0,2.0
70169-1,Agent Stealth Patrol,49.99,42.0,30.0,5.0,2.0,Action/Adventure,Ultra Agents,,,2015.0,7105.964,0.73,475.0,4.0
70170-1,UltraCopter vs. AntiMatter,79.99,86.0,57.0,5.0,2.0,Action/Adventure,Ultra Agents,,,2015.0,11877.84,1.09,614.0,4.0
70171-1,Ultrasonic Showdown,19.99,84.0,40.0,5.0,2.0,Action/Adventure,Ultra Agents,,,2015.0,,,187.0,2.0
70172-1,AntiMatter's Portal Hideout,69.99,94.0,70.0,,,Action/Adventure,Ultra Agents,,,2015.0,,,475.0,4.0
70173-1,Ultra Agents Ocean HQ,99.99,261.0,199.0,5.0,2.0,Action/Adventure,Ultra Agents,,,2015.0,,,1204.0,6.0
70220-1,Strainor's Saber Cycle,14.99,18.0,7.0,4.0,1.0,Action/Adventure,Legends of Chima,Fire vs. Ice,,2015.0,1773.2159999999994,0.21,161.0,2.0
70221-1,Flinx's Ultimate Phoenix,19.99,25.0,16.0,4.0,1.0,Action/Adventure,Legends of Chima,Fire vs. Ice,,2015.0,2301.9320000000002,0.3,172.0,2.0
70222-1,Tormak's Shadow Blazer,29.99,26.0,15.0,5.0,1.0,Action/Adventure,Legends of Chima,Fire vs. Ice,,2015.0,4420.464,0.49,311.0,3.0
70223-1,Icebite's Claw Driller,49.99,53.0,32.0,,,Action/Adventure,Legends of Chima,Fire vs. Ice,,2015.0,7105.964,0.8,629.0,4.0
70224-1,Tiger's Mobile Command,79.99,129.0,65.0,5.0,1.0,Action/Adventure,Legends of Chima,Fire vs. Ice,,2015.0,11877.84,1.23,712.0,6.0
70225-1,Bladvic's Rumble Bear,39.99,38.0,27.0,5.0,1.0,Action/Adventure,Legends of Chima,Fire vs. Ice,,2015.0,5604.704000000001,0.69,415.0,3.0
70226-1,Mammoth's Frozen Stronghold,59.99,34.0,,,,Action/Adventure,Legends of Chima,Fire vs. Ice,,2015.0,8256.96,1.02,621.0,5.0
70227-1,King Crominus' Rescue,89.99,64.0,60.0,5.0,1.0,Action/Adventure,Legends of Chima,Fire vs. Ice,,2015.0,12882.239999999998,1.41,863.0,6.0
70228-1,Vultrix's Sky Scavenger,39.99,31.0,,5.0,2.0,Action/Adventure,Legends of Chima,Fire vs. Ice,,2015.0,5604.704000000001,0.65,480.0,3.0
70229-1, Lion Tribe Pack,9.99,11.0,6.0,4.0,2.0,Action/Adventure,Legends of Chima,Tribe Packs,,2015.0,791.2919999999997,0.1,78.0,3.0
70230-1,Ice Bear Tribe Pack,9.99,10.0,7.0,3.0,1.0,Action/Adventure,Legends of Chima,Tribe Packs,,2015.0,791.2919999999997,0.1,75.0,3.0
70231-1,Crocodile Tribe Pack,9.99,12.0,8.0,4.0,2.0,Action/Adventure,Legends of Chima,Tribe Packs,,2015.0,791.2919999999997,0.1,72.0,3.0
70232-1,Saber Tooth Tiger Tribe Pack,9.99,12.0,7.0,,,Action/Adventure,Legends of Chima,Tribe Packs,,2015.0,791.2919999999997,0.1,74.0,3.0
70409-1,Shipwreck Defence,12.99,19.0,11.0,4.3,3.0,Historical,Pirates,,,2015.0,996.1649999999997,0.11,84.0,2.0
70410-1,Soldiers Outpost,19.99,33.0,21.0,4.3,3.0,Historical,Pirates,,,2015.0,3052.562,0.35,164.0,3.0
70411-1,Treasure Island,19.99,55.0,40.0,5.0,3.0,Historical,Pirates,,,2015.0,3052.562,0.37,181.0,3.0
70412-1,Soldiers Fort,29.99,51.0,35.0,3.7,3.0,Historical,Pirates,,,2015.0,4359.156,0.54,234.0,5.0
70413-1,The Brick Bounty,99.99,164.0,132.0,4.8,5.0,Historical,Pirates,,,2015.0,17055.36,1.69,745.0,7.0
70730-1,Chain Cycle Ambush,29.99,33.0,25.0,4.0,1.0,Action/Adventure,Ninjago,Possession,,2015.0,3989.2259999999997,0.46,298.0,3.0
70731-1,Jay Walker One,39.99,50.0,20.0,5.0,1.0,Action/Adventure,Ninjago,Possession,,2015.0,6152.874,0.71,386.0,4.0
70732-1,City of Stiix,99.99,121.0,85.0,4.8,4.0,Action/Adventure,Ninjago,Possession,,2015.0,19139.652,1.83,1069.0,9.0
70733-1, Blaster Bike,19.99,23.0,10.0,5.0,1.0,Action/Adventure,Ninjago,Possession,,2015.0,2301.9320000000002,0.32,212.0,2.0
70734-1,Master Wu Dragon,39.99,55.0,35.0,4.6,5.0,Action/Adventure,Ninjago,Possession,,2015.0,5704.788000000001,0.72,575.0,5.0
70735-1,Ronin R.E.X.,49.99,49.0,28.0,5.0,1.0,Action/Adventure,Ninjago,Possession,,2015.0,9500.651999999998,0.96,547.0,4.0
70736-1,Attack of the Morro Dragon,69.99,92.0,69.0,5.0,2.0,Action/Adventure,Ninjago,Possession,,2015.0,8984.52,0.99,658.0,6.0
70737-1,Titan Mech Battle,59.99,98.0,57.0,5.0,1.0,Action/Adventure,Ninjago,Possession,,2015.0,8256.96,0.99,754.0,5.0
70738-1,Final Flight of Destiny's Bounty,119.99,120.0,80.0,5.0,2.0,Action/Adventure,Ninjago,Possession,,2015.0,19139.652,2.05,1253.0,9.0
70739-1,Airjitzu Kai Flyer,9.99,16.0,7.0,,,Action/Adventure,Ninjago,Airjitzu,,2015.0,5527.2,0.14,46.0,1.0
70740-1,Airjitzu Jay Flyer,9.99,13.0,10.0,5.0,1.0,Action/Adventure,Ninjago,Airjitzu,,2015.0,5527.2,0.14,45.0,1.0
70741-1,Airjitzu Cole Flyer,9.99,11.0,10.0,3.0,1.0,Action/Adventure,Ninjago,Airjitzu,,2015.0,5527.2,0.14,47.0,1.0
70742-1,Airjitzu Zane Flyer,9.99,14.0,6.0,,,Action/Adventure,Ninjago,Airjitzu,,2015.0,5527.2,0.14,42.0,1.0
70743-1,Airjitzu Morro Flyer,9.99,16.0,6.0,4.3,3.0,Action/Adventure,Ninjago,Airjitzu,,2015.0,5527.2,0.14,46.0,1.0
70744-1,Airjitzu Wrayth Flyer,9.99,13.0,5.0,4.0,2.0,Action/Adventure,Ninjago,Airjitzu,,2015.0,5527.2,0.14,43.0,1.0
70745-1,Anacondrai Crusher,19.99,26.0,11.0,5.0,2.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,2301.9320000000002,0.31,219.0,2.0
70746-1,Condrai Copter Attack,29.99,30.0,22.0,4.3,3.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,3989.2259999999997,0.47,311.0,3.0
70747-1,Boulder Blaster,29.99,32.0,18.0,5.0,1.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,3989.2259999999997,0.44,236.0,3.0
70748-1,Titanium Dragon,39.99,53.0,30.0,4.8,4.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,5704.788000000001,0.59,360.0,3.0
70749-1,Enter the Serpent,59.99,68.0,48.0,4.7,3.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,8256.96,0.88,529.0,5.0
70750-1,Ninja DB X,79.99,90.0,80.0,4.5,2.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,11877.84,1.38,756.0,7.0
70751-1,Temple of Airjitzu,199.99,237.0,202.0,5.0,2.0,Action/Adventure,Ninjago,General,,2015.0,25421.76,2.56,2028.0,13.0
70752-1,Jungle Trap,6.99,15.0,6.0,4.2,5.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,791.2919999999997,0.08,58.0,2.0
70753-1,Lava Falls,7.99,13.0,10.0,5.0,3.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,996.1649999999997,0.15,94.0,2.0
70754-1,ElectroMech,14.99,33.0,14.0,5.0,2.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,1773.2159999999994,0.22,153.0,2.0
70755-1,Jungle Raider ,19.99,24.0,15.0,4.5,2.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,3052.562,0.35,188.0,2.0
70756-1,Dojo Showdown,24.99,47.0,27.0,5.0,1.0,Action/Adventure,Ninjago,Tournament of Elements,,2015.0,3052.562,0.37,215.0,4.0
70778-1,Protector of Jungle,9.99,24.0,15.0,4.7,3.0,Constraction,Bionicle,Companions,,2015.0,1454.274,0.14,64.0,0.0
70779-1,Protector of Stone,9.99,19.0,14.0,4.8,4.0,Constraction,Bionicle,Companions,,2015.0,1454.274,0.14,73.0,0.0
70780-1,Protector of Water,9.99,22.0,9.0,3.0,1.0,Constraction,Bionicle,Companions,,2015.0,1454.274,0.14,71.0,0.0
70781-1,Protector of Earth,9.99,27.0,15.0,4.5,2.0,Constraction,Bionicle,Companions,,2015.0,1454.274,0.14,66.0,0.0
70782-1,Protector of Ice,9.99,23.0,12.0,4.4,5.0,Constraction,Bionicle,Companions,,2015.0,1454.274,0.14,68.0,0.0
70783-1,Protector of Fire,9.99,20.0,9.0,4.0,1.0,Constraction,Bionicle,Companions,,2015.0,1454.274,0.14,69.0,0.0
70784-1,Lewa - Master of Jungle,14.99,22.0,15.0,4.7,7.0,Constraction,Bionicle,Toa,,2015.0,1768.23,0.21,85.0,0.0
70785-1,Pohatu - Master of Stone,14.99,19.0,10.0,4.0,5.0,Constraction,Bionicle,Toa,,2015.0,1768.23,0.2,66.0,0.0
70786-1,Gali - Master of Water,14.99,30.0,29.0,4.8,4.0,Constraction,Bionicle,Toa,,2015.0,1768.23,0.22,87.0,0.0
70787-1,Tahu - Master of Fire,19.99,39.0,20.0,4.8,6.0,Constraction,Bionicle,Toa,,2015.0,2222.8579999999997,0.26,89.0,0.0
70788-1,Kopaka - Master of Ice,19.99,34.0,19.0,5.0,5.0,Constraction,Bionicle,Toa,,2015.0,2222.8579999999997,0.27,97.0,0.0
70789-1,Onua - Master of Earth,19.99,29.0,19.0,4.8,4.0,Constraction,Bionicle,Toa,,2015.0,2222.8579999999997,0.27,108.0,0.0
70790-1,Lord of Skull Spiders,14.99,20.0,10.0,4.7,3.0,Constraction,Bionicle,Reboot Villains,,2015.0,1768.23,0.21,145.0,0.0
70791-1,Skull Warrior,14.99,18.0,11.0,4.5,2.0,Constraction,Bionicle,Reboot Villains,,2015.0,1768.23,0.19,102.0,0.0
70792-1,Skull Slicer,14.99,12.0,9.0,4.3,3.0,Constraction,Bionicle,Reboot Villains,,2015.0,1768.23,0.18,71.0,0.0
70793-1,Skull Basher,14.99,14.0,11.0,3.7,7.0,Constraction,Bionicle,Reboot Villains,,2015.0,1768.23,0.2,72.0,0.0
70794-1,Skull Scorpio,14.99,12.0,10.0,5.0,1.0,Constraction,Bionicle,Reboot Villains,,2015.0,1768.23,0.19,107.0,0.0
70795-1,Mask Maker vs. Skull Grinder,29.99,45.0,31.0,4.8,4.0,Constraction,Bionicle,Miscellaneous,,2015.0,3606.1679999999997,0.42,171.0,0.0
70817-1,Batman & Super Angry Kitty Attack,9.99,16.0,15.0,4.0,2.0,Licensed,The LEGO Movie,,,2015.0,791.2919999999997,0.11,115.0,3.0
70818-1,Double-Decker Couch,14.99,30.0,25.0,4.6,5.0,Licensed,The LEGO Movie,,,2015.0,1642.7910000000002,0.2,197.0,5.0
70819-1,Bad Cop Car Chase,29.99,44.0,26.0,3.5,2.0,Licensed,The LEGO Movie,,,2015.0,3989.2259999999997,0.41,292.0,4.0
71016-1,Kwik-E-Mart,199.99,246.0,210.0,4.5,2.0,Licensed,The Simpsons,,,2015.0,,,2179.0,6.0
75060-1,Slave I,199.99,221.0,183.0,4.7,6.0,Licensed,Star Wars,Ultimate Collector Series,,2015.0,25959.528,3.05,1996.0,5.0
75072-1,ARC-170 Starfighter,9.99,13.0,9.0,4.3,4.0,Licensed,Star Wars,MicroFighters,,2015.0,791.2919999999997,0.1,95.0,1.0
75073-1,Vulture Droid,9.99,15.0,7.0,3.0,1.0,Licensed,Star Wars,MicroFighters,,2015.0,791.2919999999997,0.1,77.0,1.0
75074-1,Snowspeeder,9.99,12.0,6.0,5.0,3.0,Licensed,Star Wars,MicroFighters,,2015.0,791.2919999999997,0.1,97.0,1.0
75075-1,AT-AT,9.99,13.0,7.0,5.0,5.0,Licensed,Star Wars,MicroFighters,,2015.0,791.2919999999997,0.09,88.0,1.0
75076-1,Republic Gunship,9.99,17.0,9.0,4.8,4.0,Licensed,Star Wars,MicroFighters,,2015.0,791.2919999999997,0.1,105.0,1.0
75077-1,Homing Spider Droid,9.99,12.0,9.0,4.0,1.0,Licensed,Star Wars,MicroFighters,,2015.0,791.2919999999997,0.1,102.0,1.0
