set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,year,volume,weight,piece_cnt,minifig_cnt,number_parts,total_parts,number_spare_parts,total_spare_parts,number_colors,1st_color,2nd_color,bars_ladders_and_fences_cnt_prts,baseplates_cnt_prts,belville_scala_and_fabuland_cnt_prts,bionicle_hero_factory_and_constraction_cnt_prts,bricks_cnt_prts,bricks_curved_cnt_prts,bricks_printed_cnt_prts,bricks_round_and_cones_cnt_prts,bricks_sloped_cnt_prts,bricks_special_cnt_prts,bricks_wedged_cnt_prts,clikits_cnt_prts,containers_cnt_prts,duplo_quatro_and_primo_cnt_prts,flags_signs_plastics_and_cloth_cnt_prts,ho_scale_cnt_prts,hinges_arms_and_turntables_cnt_prts,magnets_and_holders_cnt_prts,mechanical_cnt_prts,minifig_accessories_cnt_prts,minifigs_cnt_prts,non-buildable_figures_cnt_prts,non-lego_cnt_prts,other_cnt_prts,panels_cnt_prts,plants_and_animals_cnt_prts,plates_cnt_prts,plates_angled_cnt_prts,plates_round_and_dishes_cnt_prts,plates_special_cnt_prts,pneumatics_cnt_prts,power_functions_mindstorms_and_electric_cnt_prts,rock_cnt_prts,string_bands_and_reels_cnt_prts,supports_girders_and_cranes_cnt_prts,technic_axles_cnt_prts,technic_beams_cnt_prts,technic_beams_special_cnt_prts,technic_bricks_cnt_prts,technic_bushes_cnt_prts,technic_connectors_cnt_prts,technic_gears_cnt_prts,technic_panels_cnt_prts,technic_pins_cnt_prts,technic_special_cnt_prts,technic_steering_suspension_and_engine_cnt_prts,tiles_cnt_prts,tiles_printed_cnt_prts,tiles_special_cnt_prts,tools_cnt_prts,transportation_-_land_cnt_prts,transportation_-_sea_and_air_cnt_prts,tubes_and_hoses_cnt_prts,wheels_and_tyres_cnt_prts,windows_and_doors_cnt_prts,windscreens_and_fuselage_cnt_prts,znap_cnt_prts,bars_ladders_and_fences_tot_prts,baseplates_tot_prts,belville_scala_and_fabuland_tot_prts,bionicle_hero_factory_and_constraction_tot_prts,bricks_tot_prts,bricks_curved_tot_prts,bricks_printed_tot_prts,bricks_round_and_cones_tot_prts,bricks_sloped_tot_prts,bricks_special_tot_prts,bricks_wedged_tot_prts,clikits_tot_prts,containers_tot_prts,duplo_quatro_and_primo_tot_prts,flags_signs_plastics_and_cloth_tot_prts,ho_scale_tot_prts,hinges_arms_and_turntables_tot_prts,magnets_and_holders_tot_prts,mechanical_tot_prts,minifig_accessories_tot_prts,minifigs_tot_prts,non-buildable_figures_tot_prts,non-lego_tot_prts,other_tot_prts,panels_tot_prts,plants_and_animals_tot_prts,plates_tot_prts,plates_angled_tot_prts,plates_round_and_dishes_tot_prts,plates_special_tot_prts,pneumatics_tot_prts,power_functions_mindstorms_and_electric_tot_prts,rock_tot_prts,string_bands_and_reels_tot_prts,supports_girders_and_cranes_tot_prts,technic_axles_tot_prts,technic_beams_tot_prts,technic_beams_special_tot_prts,technic_bricks_tot_prts,technic_bushes_tot_prts,technic_connectors_tot_prts,technic_gears_tot_prts,technic_panels_tot_prts,technic_pins_tot_prts,technic_special_tot_prts,technic_steering_suspension_and_engine_tot_prts,tiles_tot_prts,tiles_printed_tot_prts,tiles_special_tot_prts,tools_tot_prts,transportation_-_land_tot_prts,transportation_-_sea_and_air_tot_prts,tubes_and_hoses_tot_prts,wheels_and_tyres_tot_prts,windows_and_doors_tot_prts,windscreens_and_fuselage_tot_prts,znap_tot_prts
44017-1,STORMER Freeze Machine,14.99,47.0,13.0,4.0,1.0,Constraction,HERO Factory,,2014,4095.0,0.14,88.0,3,52,87,0,0,13,Black,White,2,0,0,19,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,4,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,3,0,0,5,0,0,0,2,0,0,0,1,0,0,0,1,0,4,0,0,33,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,4,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,0,0,5,0,0,12,0,0,0,2,0,0,0,1,0,0,0,1,0
44018-1,FURNO Jet Machine,14.99,32.0,13.0,4.0,1.0,Constraction,HERO Factory,,2014,4095.0,0.15,79.0,2,40,78,0,0,17,Black,Red,1,0,0,16,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,35,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,5,0,0,10,0,0,0,1,0,0,0,2,0,0,0,1,0
44019-1,ROCKA Stealth Machine,14.99,33.0,12.0,3.0,1.0,Constraction,HERO Factory,,2014,4095.0,0.1,89.0,2,45,88,0,0,13,Black,Dark Bluish Gray,2,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,40,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,5,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,1,0,0,6,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0
44020-1,FLYER Beast vs. BREEZ,14.99,27.0,16.0,4.0,1.0,Constraction,HERO Factory,,2014,4095.0,0.15,91.0,1,41,91,0,0,10,Black,Medium Azure,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,1,1,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9,0,0,0,2,0,0,0,1,1,7,2,1,0,0,12,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0
44021-1,SPLITTER Beast vs. FURNO & EVO,19.99,35.0,19.0,5.0,1.0,Constraction,HERO Factory,,2014,7056.0,0.23,108.0,2,51,108,0,0,15,Black,Dark Bluish Gray,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,2,0,0,2,1,0,0,0,1,0,3,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,9,0,0,2,1,0,0,0,1,0,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
44022-1,EVO XL Machine,24.99,54.0,22.0,5.0,2.0,Constraction,HERO Factory,,2014,7056.0,0.23,193.0,3,63,192,0,0,16,Black,Yellow,3,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,6,2,0,1,3,1,0,5,2,0,0,2,0,0,0,0,0,1,0,1,0,15,0,0,58,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,16,6,0,4,14,1,0,44,2,0,0,2,0,0,0,0,0,1,0,1,0
44023-1,ROCKA Crawler,9.99,19.0,7.0,5.0,1.0,Constraction,HERO Factory,,2014,2737.0,0.07,49.0,2,36,54,5,5,13,Black,Pearl Gold,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
44024-1,TUNNELER Beast vs. SURGE,9.99,26.0,10.0,4.5,2.0,Constraction,HERO Factory,,2014,2737.0,0.07,59.0,1,31,59,0,0,11,Black,Red,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,0,0,1,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,6,0,0,2,1,2,0,0,0,0,4,0,1,0,1,7,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
44025-1,BULK Drill Machine,14.99,20.0,11.0,,,Constraction,HERO Factory,,2014,4095.0,0.12,113.0,2,57,111,0,0,16,Black,Trans-Neon Green,3,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,0,1,8,1,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,29,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,6,3,0,2,11,2,0,16,2,0,0,1,0,0,0,1,0,0,0,0,0
44026-1,CRYSTAL Beast vs. BULK,14.99,28.0,12.0,4.0,1.0,Constraction,HERO Factory,,2014,4095.0,0.11,83.0,1,40,83,0,0,13,Black,Trans-Light Blue,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,1,0,0,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,0,0,1,2,2,0,0,0,0,6,0,1,0,0,11,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0
44027-1,BREEZ Flea Machine,14.99,20.0,9.0,,,Constraction,HERO Factory,,2014,4095.0,0.11,102.0,2,59,101,0,0,15,Black,Lime,2,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,4,0,0,0,0,0,0,0,1,1,0,0,0,2,0,3,2,2,0,2,7,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,36,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,5,6,0,0,0,0,0,0,0,2,1,0,0,0,2,0,9,3,3,0,2,8,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0
44028-1,SURGE & ROCKA Combat Machine,24.99,37.0,23.0,,,Constraction,HERO Factory,,2014,3606.168,0.43,188.0,4,75,187,0,0,16,Black,Light Bluish Gray,2,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,1,0,1,12,0,2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,14,0,0,63,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,4,1,0,4,32,0,2,16,0,0,0,2,0,0,0,0,1,0,0,2,0
44029-1,"QUEEN Beast vs. FURNO, EVO & STORMER",34.99,76.0,41.0,4.0,1.0,Constraction,HERO Factory,,2014,4359.156,0.49,218.0,4,80,216,0,0,20,Black,Yellow,1,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,12,0,0,0,0,4,0,0,1,0,1,0,0,1,0,2,1,1,0,0,9,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,88,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,24,0,0,0,0,19,0,0,4,0,2,0,0,1,0,9,2,2,0,0,27,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0
60032-1,Arctic Snowmobile,6.99,7.0,6.0,3.9,7.0,Modern day,City,Arctic,2014,643.9159999999998,0.08,44.0,1,37,47,3,3,10,Orange,Dark Bluish Gray,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,1,9,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0
60033-1,Arctic Ice Crawler,14.99,19.0,9.0,4.0,2.0,Modern day,City,Arctic,2014,1773.2159999999994,0.22,113.0,1,68,119,7,7,11,Light Bluish Gray,Dark Bluish Gray,3,0,0,0,2,4,0,0,5,0,0,0,0,0,0,0,4,0,0,8,3,0,0,0,1,0,10,0,3,9,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,2,2,1,0,3,0,0,0,3,10,0,0,9,0,0,0,0,0,0,0,5,0,0,8,3,0,0,0,1,0,18,0,8,24,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,1,0,0,8,2,1,0
60034-1,Arctic Helicrane,39.99,49.0,29.0,5.0,1.0,Modern day,City,Arctic,2014,4359.156,0.56,262.0,2,145,277,15,15,20,Black,Light Bluish Gray,2,0,0,0,5,4,0,1,8,2,2,0,1,0,0,0,2,0,0,10,6,0,1,0,1,1,14,2,6,14,2,0,3,3,1,4,0,0,3,4,5,1,0,9,2,0,6,0,5,0,4,6,0,0,3,2,0,2,0,0,0,16,9,0,1,12,5,3,0,1,0,0,0,6,0,0,11,6,0,1,0,4,4,27,2,7,29,2,0,3,3,1,8,0,0,10,5,13,2,0,21,13,0,11,0,10,0,8,14,0,0,5,2,0
60035-1,Arctic Outpost,49.99,54.0,36.0,5.0,2.0,Modern day,City,Arctic,2014,7105.964,0.74,374.0,3,182,386,11,13,16,Light Bluish Gray,Orange,4,0,0,0,14,5,0,3,6,6,0,0,1,0,0,0,7,0,0,13,9,0,0,0,3,0,30,0,9,22,0,0,3,1,1,0,1,0,2,0,1,0,0,2,0,0,10,2,7,0,4,1,0,4,10,1,0,4,0,0,0,41,8,0,8,10,9,0,0,1,0,0,0,8,0,0,15,12,0,0,0,7,0,64,0,16,57,0,0,3,1,1,0,1,0,7,0,2,0,0,9,0,0,23,2,20,0,8,4,0,16,28,1,0
60036-1,Arctic Base Camp,89.99,110.0,65.0,4.8,4.0,Modern day,City,Arctic,2014,12882.239999999998,1.49,733.0,7,295,764,26,33,22,Orange,Dark Bluish Gray,7,0,0,0,19,11,0,8,14,8,0,0,1,0,2,0,9,0,0,21,16,0,0,0,4,3,39,2,11,26,2,0,3,5,4,5,1,0,4,4,5,0,0,6,2,0,17,1,10,1,7,5,0,4,6,2,0,12,0,0,0,63,40,0,13,26,15,0,0,1,0,3,0,13,0,0,30,22,0,0,0,9,7,135,2,31,65,2,0,7,6,22,11,2,0,13,5,10,0,0,23,46,0,46,1,22,1,12,6,0,9,31,2,0
60041-1,Crook Pursuit,6.99,6.0,4.0,4.0,1.0,Modern day,City,Police,2014,643.9159999999998,0.07,38.0,2,34,44,6,6,14,Black,Light Bluish Gray,2,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,0,0
60042-1,High Speed Police Chase,19.99,23.0,12.0,4.0,3.0,Modern day,City,Police,2014,1773.2159999999994,0.21,110.0,3,66,117,8,8,19,White,Black,0,0,0,0,2,2,0,1,9,3,1,0,1,0,0,0,1,0,0,5,8,0,1,0,1,0,8,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,7,0,0,4,0,1,0,0,0,0,0,5,2,0,1,17,6,1,0,1,0,0,0,2,0,0,5,10,0,1,0,2,0,14,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,10,0,0,16,0,2,0
60043-1,Prisoner Transporter,24.99,29.0,14.0,3.7,3.0,Modern day,City,Police,2014,3052.562,0.36,196.0,3,106,207,11,11,15,White,Dark Bluish Gray,2,0,0,0,6,2,0,1,8,5,0,0,0,0,0,0,2,0,0,11,8,0,1,0,2,0,17,0,4,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,0,0,2,4,2,0,4,0,0,0,11,3,0,1,14,8,0,0,0,0,0,0,2,0,0,12,9,0,1,0,4,0,50,0,6,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,9,0,0,16,5,2,0
60044-1,Mobile Police Unit,44.99,52.0,20.0,4.8,6.0,Modern day,City,Police,2014,5704.788000000001,0.77,375.0,3,154,388,13,14,16,White,Black,7,0,0,0,13,1,0,1,5,5,0,0,0,0,0,0,8,0,0,12,7,0,0,0,2,0,31,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,5,0,4,0,0,2,5,1,0,11,0,0,0,50,1,0,2,12,14,0,0,0,0,0,0,20,0,0,13,9,0,0,0,9,0,98,0,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,19,0,7,0,0,16,6,1,0
60045-1,Police Patrol,44.99,94.0,25.0,,,Modern day,City,Police,2014,7105.964,0.81,408.0,3,220,430,20,23,22,Light Bluish Gray,White,7,0,0,0,8,6,0,7,21,8,1,0,2,0,0,0,2,0,0,16,9,0,1,0,2,0,31,2,10,25,0,0,2,3,1,1,0,0,2,0,3,1,0,7,0,0,19,1,7,0,6,3,0,4,0,2,0,11,0,0,0,15,15,0,10,39,17,2,0,2,0,0,0,2,0,0,18,12,0,1,0,6,0,78,3,14,60,0,0,2,3,1,1,0,0,6,0,3,2,0,10,0,0,32,1,27,0,15,4,0,16,0,2,0
60046-1,Helicopter Surveillance,74.99,66.0,34.0,4.0,2.0,Modern day,City,Police,2014,11877.84,1.25,528.0,5,212,528,2,2,24,Dark Bluish Gray,Black,3,0,0,0,18,14,0,5,15,12,4,0,4,0,0,0,5,0,0,13,11,0,0,0,3,0,37,3,7,13,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,9,1,5,1,6,2,0,5,8,2,0,4,0,0,0,58,44,0,9,51,57,7,0,4,0,0,0,7,0,0,15,15,0,0,0,5,0,89,5,14,33,0,0,2,1,0,0,0,0,0,0,1,0,0,1,14,0,20,3,16,1,12,2,0,22,14,2,0
60047-1,Police Station,99.99,88.0,54.0,4.5,4.0,Modern day,City,Police,2014,20321.28,2.2,854.0,7,323,897,27,45,23,White,Light Bluish Gray,9,0,0,1,32,5,0,5,20,9,1,0,3,0,1,0,13,0,0,27,15,0,1,0,9,1,44,3,13,19,2,0,0,1,0,3,0,0,6,2,5,0,0,8,0,0,22,4,7,1,8,5,0,4,9,4,0,21,0,0,1,182,5,0,9,51,24,1,0,5,0,2,0,19,0,0,47,22,0,1,0,26,1,104,4,43,55,3,0,0,2,0,7,0,0,13,4,8,0,0,11,0,0,90,6,27,1,17,6,0,20,50,8,0
60048-1,Police Dog Unit,29.99,39.0,22.0,4.0,2.0,Modern day,City,Police,2014,3989.226,0.48,249.0,3,143,248,0,0,21,Light Bluish Gray,White,2,0,0,0,14,6,0,1,9,4,0,0,1,0,0,0,2,0,0,9,10,0,0,0,1,3,21,3,4,14,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,1,7,1,4,0,8,0,0,4,7,1,0,5,0,0,0,25,10,0,1,21,13,0,0,1,0,0,0,2,0,0,9,10,0,0,0,2,4,40,3,4,24,0,0,1,0,0,2,0,0,0,1,2,0,0,2,0,1,15,1,6,0,14,0,0,20,8,1,0
60049-1,Helicopter Transporter,44.99,54.0,30.0,4.0,2.0,Modern day,City,Police,2014,7105.964,0.74,382.0,4,187,381,0,0,21,White,Light Bluish Gray,3,0,0,1,8,6,0,5,12,6,2,0,2,0,0,0,5,0,0,11,10,0,0,0,4,2,27,1,8,23,1,0,2,0,0,1,0,0,2,0,0,0,0,1,1,0,13,1,7,0,8,3,0,7,2,2,0,5,0,0,1,13,12,0,8,26,11,3,0,4,0,0,0,7,0,0,13,12,0,0,0,9,2,65,1,17,54,1,0,4,0,0,1,0,0,5,0,0,0,0,2,2,0,35,2,14,0,12,4,0,32,2,2,0
60050-1,Train Station,64.99,98.0,71.0,4.3,3.0,Modern day,City,Trains,2014,11877.84,1.24,423.0,5,185,439,14,17,25,Dark Bluish Gray,Light Bluish Gray,3,0,0,0,22,7,0,3,12,5,0,0,1,0,1,0,1,0,0,7,18,0,1,0,5,0,38,0,10,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,5,4,1,6,0,0,3,2,2,0,3,0,0,0,64,18,0,10,26,16,0,0,2,0,2,0,2,0,0,7,18,0,1,0,15,0,87,0,19,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,45,7,27,1,13,0,0,10,4,4,0
60051-1,High-speed Passenger Train,149.99,132.0,88.0,4.2,5.0,Modern day,City,Trains,2014,22659.588000000003,2.27,610.0,3,124,615,6,7,19,Dark Bluish Gray,White,2,0,0,0,14,3,0,0,10,2,0,0,0,0,0,0,2,1,0,3,11,0,0,0,3,0,16,0,9,9,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,4,1,11,0,0,3,0,1,0,3,0,0,0,104,12,0,0,38,34,0,0,0,0,0,0,4,4,0,3,11,0,0,0,56,0,98,0,18,26,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,68,0,31,1,62,0,0,30,0,2,0
60052-1,Cargo Train,199.99,183.0,148.0,4.6,7.0,Modern day,City,Trains,2014,25959.528,2.92,888.0,4,320,922,20,35,23,Black,Dark Bluish Gray,11,0,0,1,21,8,0,4,14,8,3,0,5,0,0,0,6,2,0,14,11,0,0,0,4,3,55,1,18,28,0,4,0,5,2,3,0,0,3,0,1,0,0,2,1,0,21,3,11,1,23,0,0,11,11,1,0,38,0,0,1,46,18,0,24,50,24,8,0,5,0,0,0,9,8,0,19,12,0,0,0,6,4,170,1,37,110,0,4,0,5,6,8,0,0,7,0,2,0,0,5,3,0,80,3,39,1,98,0,0,56,14,1,0
60053-1,Race Car,9.99,11.0,8.0,4.2,5.0,Modern day,City,Great Vehicles,2014,1350.3569999999995,0.15,100.0,1,61,110,11,11,12,Black,White,0,0,0,0,3,6,0,0,9,1,0,0,0,0,0,0,0,0,0,4,5,0,1,0,1,0,12,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,2,0,1,0,0,0,0,0,3,11,0,0,15,1,0,0,0,0,0,0,0,0,0,4,6,0,1,0,2,0,20,2,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,0,8,0,1,0
60054-1,Light Repair Truck,9.99,19.0,9.0,5.0,2.0,Modern day,City,Great Vehicles,2014,996.1649999999997,0.15,95.0,1,68,100,6,6,16,Light Bluish Gray,Orange,1,0,0,0,3,4,0,1,5,2,0,0,0,0,0,0,4,0,0,3,3,0,1,0,0,0,8,0,5,5,0,0,0,0,1,2,0,0,0,0,3,0,0,3,0,0,4,0,2,0,3,0,0,2,2,1,0,1,0,0,0,4,5,0,2,8,2,0,0,0,0,0,0,6,0,0,3,3,0,1,0,0,0,15,0,5,8,0,0,0,0,1,2,0,0,0,0,4,0,0,3,0,0,7,0,3,0,6,0,0,8,2,1,0
60055-1,Monster Truck,9.99,13.0,5.0,4.0,1.0,Modern day,City,Great Vehicles,2014,1350.3569999999995,0.16,78.0,1,46,82,5,5,10,Black,Lime,0,0,0,0,1,3,0,0,6,2,1,0,0,0,0,0,1,0,0,4,3,0,0,0,1,0,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,2,0,1,0,0,0,0,0,1,5,0,0,10,4,1,0,0,0,0,0,2,0,0,4,3,0,0,0,2,0,15,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,6,0,0,8,0,1,0
60056-1,Tow Truck,19.99,66.0,26.0,4.3,3.0,Modern day,City,Great Vehicles,2014,3603.0240000000003,0.44,227.0,1,114,236,10,10,16,Light Bluish Gray,Blue,3,0,0,0,8,6,0,1,10,5,0,0,0,0,0,0,2,0,0,5,3,0,0,0,2,0,14,0,2,7,0,0,0,3,2,3,1,0,3,2,6,1,0,6,0,0,7,0,3,0,3,1,0,2,2,1,0,5,0,0,0,22,11,0,2,19,13,0,0,0,0,0,0,4,0,0,6,3,0,0,0,5,0,32,0,3,16,0,0,0,3,2,8,1,0,6,3,9,1,0,13,0,0,12,0,11,0,9,2,0,12,2,1,0
60057-1,Camper Van,19.99,39.0,22.0,4.4,5.0,Modern day,City,Great Vehicles,2014,3052.562,0.43,195.0,2,101,201,7,7,19,White,Light Bluish Gray,1,0,0,0,8,7,0,1,5,3,0,0,0,0,0,0,5,0,0,4,8,0,1,0,4,0,22,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,4,1,0,2,3,2,0,1,0,0,0,18,10,0,1,11,10,0,0,0,0,0,0,8,0,0,7,8,0,1,0,9,0,47,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,8,1,0,8,4,2,0
60058-1,SUV with Watercraft,19.99,27.0,12.0,4.5,2.0,Modern day,City,Great Vehicles,2014,3052.562,0.41,219.0,2,93,218,0,0,17,Black,Light Bluish Gray,1,0,0,0,3,4,0,1,6,1,2,0,0,0,0,0,0,0,0,3,8,0,0,0,1,0,21,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,4,0,0,4,0,2,0,1,0,0,0,7,6,0,1,17,1,3,0,0,0,0,0,0,0,0,5,9,0,0,0,2,0,62,2,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,14,0,9,0,0,16,0,2,0
60059-1,Logging Truck,19.99,81.0,34.0,4.3,3.0,Modern day,City,Great Vehicles,2014,3052.562,0.4,228.0,2,106,238,10,11,19,Black,Green,6,0,0,2,2,3,0,4,2,3,0,0,0,0,0,0,4,0,0,9,6,0,1,0,1,1,16,0,11,11,0,0,0,1,0,3,0,0,1,0,1,0,0,1,0,0,5,0,4,0,3,0,0,2,2,1,0,11,0,0,5,3,7,0,24,3,3,0,0,0,0,0,0,5,0,0,9,6,0,1,0,4,2,46,0,18,35,0,0,0,2,0,4,0,0,1,0,1,0,0,1,0,0,11,0,13,0,8,0,0,12,2,1,0
60060-1,Auto Transporter,29.99,66.0,30.0,5.0,3.0,Modern day,City,Great Vehicles,2014,6152.874,0.62,350.0,2,120,360,7,10,17,Black,Light Bluish Gray,1,0,0,0,2,7,0,0,8,5,3,0,0,0,0,0,1,0,0,5,7,0,1,0,3,0,18,3,3,13,0,0,0,0,0,1,0,0,1,0,2,0,0,3,0,0,10,0,6,0,5,0,0,4,6,2,0,4,0,0,0,4,29,0,0,23,8,4,0,0,0,0,0,4,0,0,6,8,0,1,0,5,0,56,5,13,45,0,0,0,0,0,8,0,0,2,0,18,0,0,24,0,0,24,0,15,0,15,0,0,30,6,3,0
