set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,main_tag,set_type,packaging
41532-1,Burnard,Licensed,Mixels,Series 4,2015.0,59.0,0.0,/inventories/41532-1,,4.99,7.0,4.0,5.0,1.0,,Normal,Foil pack
41533-1,Globert,Licensed,Mixels,Series 4,2015.0,45.0,0.0,/inventories/41533-1,,4.99,13.0,7.0,3.0,1.0,,Normal,Foil pack
41534-1,Vampos,Licensed,Mixels,Series 4,2015.0,59.0,0.0,/inventories/41534-1,,4.99,8.0,5.0,4.0,1.0,,Normal,Foil pack
41535-1,Boogly,Licensed,Mixels,Series 4,2015.0,52.0,0.0,/inventories/41535-1,,4.99,7.0,4.0,4.5,2.0,,Normal,Foil pack
41536-1,Gox,Licensed,Mixels,Series 5,2015.0,62.0,0.0,/inventories/41536-1,,4.99,6.0,4.0,4.5,2.0,,Normal,Foil pack
41537-1,Jinky,Licensed,Mixels,Series 5,2015.0,59.0,0.0,/inventories/41537-1,,4.99,6.0,3.0,4.3,3.0,,Normal,Foil pack
41538-1,Kamzo,Licensed,Mixels,Series 5,2015.0,58.0,0.0,/inventories/41538-1,,4.99,5.0,4.0,4.0,1.0,,Normal,Foil pack
41539-1,Krog,Licensed,Mixels,Series 5,2015.0,60.0,0.0,/inventories/41539-1,,4.99,7.0,5.0,4.0,1.0,,Normal,Foil pack
41540-1,Chilbo,Licensed,Mixels,Series 5,2015.0,65.0,0.0,/inventories/41540-1,,4.99,7.0,5.0,5.0,1.0,,Normal,Foil pack
41541-1,Snoof,Licensed,Mixels,Series 5,2015.0,54.0,0.0,/inventories/41541-1,,4.99,8.0,5.0,4.0,1.0,,Normal,Foil pack
41542-1,Spugg,Licensed,Mixels,Series 5,2015.0,51.0,0.0,/inventories/41542-1,,4.99,6.0,3.0,4.5,2.0,,Normal,Foil pack
41543-1,Turg,Licensed,Mixels,Series 5,2015.0,56.0,0.0,/inventories/41543-1,,4.99,7.0,4.0,3.0,2.0,,Normal,Foil pack
41544-1,Tungster,Licensed,Mixels,Series 5,2015.0,60.0,0.0,/inventories/41544-1,,4.99,6.0,3.0,2.0,1.0,,Normal,Foil pack
41545-1,Kramm,Licensed,Mixels,Series 6,2015.0,68.0,0.0,/inventories/41545-1,,4.99,6.0,4.0,,,,Normal,Foil pack
41546-1,Forx,Licensed,Mixels,Series 6,2015.0,65.0,0.0,/inventories/41546-1,,4.99,5.0,4.0,5.0,2.0,,Normal,Foil pack
41547-1,Wuzzo,Licensed,Mixels,Series 6,2015.0,74.0,0.0,/inventories/41547-1,,4.99,5.0,4.0,,,,Normal,Foil pack
41548-1,Dribbal,Licensed,Mixels,Series 6,2015.0,52.0,0.0,/inventories/41548-1,,4.99,7.0,5.0,4.0,2.0,,Normal,Foil pack
41549-1,Gurggle,Licensed,Mixels,Series 6,2015.0,66.0,0.0,/inventories/41549-1,,4.99,6.0,4.0,3.0,1.0,,Normal,Foil pack
41550-1,Slusho,Licensed,Mixels,Series 6,2015.0,53.0,0.0,/inventories/41550-1,,4.99,8.0,5.0,2.0,1.0,,Normal,Foil pack
41551-1,Snax,Licensed,Mixels,Series 6,2015.0,51.0,0.0,/inventories/41551-1,,4.99,7.0,3.0,5.0,2.0,,Normal,Foil pack
41552-1,Berp,Licensed,Mixels,Series 6,2015.0,68.0,0.0,/inventories/41552-1,,4.99,8.0,5.0,,,,Normal,Foil pack
41553-1,Vaka-Waka,Licensed,Mixels,Series 6,2015.0,69.0,0.0,/inventories/41553-1,,4.99,6.0,4.0,5.0,1.0,,Normal,Foil pack
42031-1,Cherry Picker,Technical,Technic,,2015.0,155.0,0.0,/inventories/42031-1,,12.99,25.0,9.0,4.3,4.0,,Normal,Box
42032-1,Compact Tracked Loader,Technical,Technic,,2015.0,252.0,0.0,/inventories/42032-1,,19.99,25.0,15.0,5.0,6.0,,Normal,Box
42033-1,Record Breaker,Technical,Technic,,2015.0,125.0,0.0,/inventories/42033-1,,19.99,21.0,10.0,4.0,2.0,,Normal,Box
42034-1,Quad Bike,Technical,Technic,,2015.0,148.0,0.0,/inventories/42034-1,,19.99,27.0,13.0,3.5,2.0,,Normal,Box
42035-1,Mining Truck,Technical,Technic,,2015.0,362.0,0.0,/inventories/42035-1,,29.99,44.0,23.0,4.0,1.0,,Normal,Box
42036-1,Street Motorcycle,Technical,Technic,,2015.0,375.0,0.0,/inventories/42036-1,,39.99,49.0,32.0,4.2,6.0,,Normal,Box
42037-1,Formula Off-Roader,Technical,Technic,,2015.0,494.0,0.0,/inventories/42037-1,,59.99,70.0,48.0,4.8,6.0,,Normal,Box
42038-1,Arctic Truck,Technical,Technic,,2015.0,913.0,0.0,/inventories/42038-1,,84.99,86.0,46.0,3.5,2.0,,Normal,Box
42039-1,24 Hours Race Car,Technical,Technic,,2015.0,1219.0,0.0,/inventories/42039-1,,129.99,132.0,92.0,4.8,5.0,,Normal,Box
42040-1,Fire Plane,Technical,Technic,,2015.0,578.0,0.0,/inventories/42040-1,,49.99,75.0,35.0,4.8,5.0,,Normal,Box
42041-1,Race Truck,Technical,Technic,,2015.0,608.0,0.0,/inventories/42041-1,,69.99,69.0,49.0,3.0,1.0,,Normal,Box
42042-1,Crawler Crane,Technical,Technic,,2015.0,1401.0,0.0,/inventories/42042-1,,149.99,189.0,119.0,4.6,5.0,,Normal,Box
42043-1,Mercedes-Benz Arocs 3245,Technical,Technic,,2015.0,2793.0,0.0,/inventories/42043-1,,229.99,259.0,204.0,4.8,9.0,,Normal,Box
45008-1,Math Train,Educational,Education,Duplo,2015.0,167.0,5.0,/inventories/45008-1,/minifigs/inset-45008-1,99.99,83.0,,,,,Normal,Box
45009-1,Animal Bingo,Educational,Education,Duplo,2015.0,49.0,0.0,/inventories/45009-1,,,32.0,,,,,Normal,Box
45010-1,Community People Set,Educational,Education,Duplo,2015.0,21.0,20.0,/inventories/45010-1,/minifigs/inset-45010-1,,42.0,,,,,Normal,
45011-1,World People Set,Educational,Education,Duplo,2015.0,16.0,16.0,/inventories/45011-1,/minifigs/inset-45011-1,,39.0,,,,,Normal,
45101-1,StoryStarter expansion pack: Fairy Tale,Educational,Serious Play,,2015.0,186.0,0.0,/inventories/45101-1,,,36.0,,,,,Normal,
45102-1,StoryStarter expansion pack: Space,Educational,Education,,2015.0,185.0,0.0,/inventories/45102-1,,,20.0,,,,,Normal,Box
45103-1,StoryStarter expansion pack: Community,Educational,Education,,2015.0,200.0,0.0,/inventories/45103-1,,,19.0,,,,,Normal,Box
45517-1,Transformer 10V DC,Technical,Mindstorms,,2015.0,1.0,0.0,,,32.99,29.0,18.0,,,,Normal,
45801-1,FIRST LEGO League (FLL) Challenge 2015 - Trash Trek,Educational,Education,FIRST LEGO League,2015.0,1963.0,2.0,,/minifigs/inset-45801-1,,224.0,170.0,,,,Normal,Box
60065-1,ATV Patrol,Modern day,City,Swamp Police,2015.0,59.0,2.0,/inventories/60065-1,/minifigs/inset-60065-1,6.99,8.0,5.0,3.5,2.0,,Normal,Box
60066-1,Swamp Police Starter Set,Modern day,City,Swamp Police,2015.0,78.0,4.0,/inventories/60066-1,/minifigs/inset-60066-1,9.99,12.0,6.0,5.0,2.0,,Normal,Box
60067-1,Helicopter Pursuit,Modern day,City,Swamp Police,2015.0,253.0,3.0,/inventories/60067-1,/minifigs/inset-60067-1,39.99,38.0,17.0,4.0,1.0,,Normal,Box
60068-1,Crooks' Hideout,Modern day,City,Swamp Police,2015.0,473.0,5.0,/inventories/60068-1,/minifigs/inset-60068-1,69.99,58.0,40.0,5.0,1.0,,Normal,Box
60069-1,Swamp Police Station,Modern day,City,Swamp Police,2015.0,707.0,6.0,/inventories/60069-1,/minifigs/inset-60069-1,89.99,86.0,50.0,4.5,2.0,,Normal,Box
60070-1,Water Plane Chase,Modern day,City,Swamp Police,2015.0,263.0,2.0,/inventories/60070-1,/minifigs/inset-60070-1,29.99,33.0,18.0,4.5,2.0,,Normal,Box
60071-1,Hovercraft Arrest,Modern day,City,Swamp Police,2015.0,331.0,3.0,/inventories/60071-1,/minifigs/inset-60071-1,44.99,40.0,23.0,5.0,1.0,,Normal,Box
60072-1,Demolition Starter Set,Modern day,City,Construction,2015.0,85.0,4.0,/inventories/60072-1,/minifigs/inset-60072-1,9.99,14.0,9.0,4.4,5.0,,Normal,Box
60073-1,Service Truck,Modern day,City,Construction,2015.0,233.0,2.0,/inventories/60073-1,/minifigs/inset-60073-1,24.99,34.0,15.0,4.8,5.0,,Normal,Box
60074-1,Bulldozer,Modern day,City,Construction,2015.0,384.0,2.0,/inventories/60074-1,/minifigs/inset-60074-1,39.99,36.0,19.0,5.0,1.0,,Normal,Box
60075-1,Excavator and Truck,Modern day,City,Construction,2015.0,311.0,2.0,/inventories/60075-1,/minifigs/inset-60075-1,49.99,59.0,35.0,,,,Normal,Box
60076-1,Demolition Site,Modern day,City,Construction,2015.0,776.0,5.0,/inventories/60076-1,/minifigs/inset-60076-1,89.99,95.0,62.0,5.0,1.0,,Normal,Box
60077-1,Space Starter Set,Modern day,City,Space,2015.0,107.0,4.0,/inventories/60077-1,/minifigs/inset-60077-1,9.99,13.0,7.0,4.3,3.0,,Normal,Box
60078-1,Utility Shuttle,Modern day,City,Space,2015.0,155.0,2.0,/inventories/60078-1,/minifigs/inset-60078-1,24.99,22.0,19.0,4.8,4.0,,Normal,Box
60079-1,Training Jet Transporter,Modern day,City,Space,2015.0,448.0,3.0,/inventories/60079-1,/minifigs/inset-60079-1,49.99,52.0,23.0,5.0,1.0,,Normal,Box
60080-1,Spaceport,Modern day,City,Space,2015.0,586.0,5.0,/inventories/60080-1,/minifigs/inset-60080-1,119.99,119.0,81.0,3.7,3.0,,Normal,Box
60081-1,Pickup Tow Truck,Modern day,City,Great Vehicles,2015.0,209.0,2.0,/inventories/60081-1,/minifigs/inset-60081-1,19.99,27.0,15.0,4.7,3.0,,Normal,Box
60082-1,Dune Buggy Trailer,Modern day,City,Great Vehicles,2015.0,222.0,2.0,/inventories/60082-1,/minifigs/inset-60082-1,19.99,27.0,14.0,5.0,1.0,,Normal,Box
60083-1,Snowplough Truck,Modern day,City,Great Vehicles,2015.0,196.0,1.0,/inventories/60083-1,/minifigs/inset-60083-1,19.99,32.0,21.0,5.0,2.0,,Normal,Box
60084-1,Racing Bike Transporter,Modern day,City,Great Vehicles,2015.0,178.0,2.0,/inventories/60084-1,/minifigs/inset-60084-1,19.99,20.0,12.0,4.0,1.0,,Normal,Box
60085-1,4x4 with Powerboat,Modern day,City,Great Vehicles,2015.0,301.0,2.0,/inventories/60085-1,/minifigs/inset-60085-1,29.99,52.0,20.0,3.0,1.0,,Normal,Box
60086-1,LEGO City Starter Set,Modern day,City,Town,2015.0,242.0,5.0,/inventories/60086-1,/minifigs/inset-60086-1,29.99,28.0,19.0,5.0,1.0,,Normal,Box
60088-1,Fire Starter Set,Modern day,City,Fire,2015.0,92.0,4.0,/inventories/60088-1,/minifigs/inset-60088-1,9.99,10.0,8.0,,,,Normal,Box
60090-1,Deep Sea Scuba Scooter,Modern day,City,Deep Sea Explorers,2015.0,42.0,1.0,/inventories/60090-1,/minifigs/inset-60090-1,6.99,8.0,7.0,3.8,6.0,,Normal,Box
60091-1,Deep Sea Starter Set,Modern day,City,Deep Sea Explorers,2015.0,90.0,3.0,/inventories/60091-1,/minifigs/inset-60091-1,9.99,14.0,8.0,4.5,2.0,,Normal,Box
60092-1,Deep Sea Submarine,Modern day,City,Deep Sea Explorers,2015.0,274.0,3.0,/inventories/60092-1,/minifigs/inset-60092-1,39.99,57.0,30.0,4.5,4.0,,Normal,Box
60093-1,Deep Sea Helicopter,Modern day,City,Deep Sea Explorers,2015.0,388.0,3.0,/inventories/60093-1,/minifigs/inset-60093-1,49.99,47.0,27.0,4.5,2.0,,Normal,Box
60095-1,Deep Sea Exploration Vessel,Modern day,City,Deep Sea Explorers,2015.0,717.0,7.0,/inventories/60095-1,/minifigs/inset-60095-1,119.99,137.0,89.0,4.4,5.0,,Normal,Box
60096-1,Deep Sea Operation Base,Modern day,City,Deep Sea Explorers,2015.0,907.0,5.0,/inventories/60096-1,/minifigs/inset-60096-1,99.99,93.0,64.0,4.0,3.0,,Normal,Box
60097-1,City Square,Modern day,City,Town,2015.0,1683.0,14.0,/inventories/60097-1,/minifigs/inset-60097-1,189.99,151.0,127.0,5.0,4.0,,Normal,Box
60098-1,Heavy-Haul Train,Modern day,City,Trains,2015.0,984.0,5.0,/inventories/60098-1,/minifigs/inset-60098-1,199.99,188.0,171.0,4.0,1.0,,Normal,Box
60099-1,City Advent Calendar,Modern day,City,Seasonal,2015.0,278.0,6.0,/inventories/60099-1,/minifigs/inset-60099-1,29.99,23.0,12.0,,,,Normal,Box
66494-1,Train 3-in-1 pack,Pre-school,Duplo,Trains,2015.0,88.0,0.0,,,,115.0,,,,,Collection,Box
66521-1,Demolition Super Pack,Modern day,City,Product Collection,2015.0,1393.0,0.0,,,,133.0,,,,,Collection,Box
66522-1,Deep Sea Explorers Super Pack 4-in-1,Modern day,City,Product Collection,2015.0,794.0,0.0,,,,95.0,,,,,Collection,Box
66523-1,City Super Pack 3-in-1,Modern day,City,Product Collection,2015.0,528.0,0.0,,,,37.0,,,,,Collection,Box
66524-1,Train Super Pack 3-in-1,Pre-school,Duplo,Product Collection,2015.0,177.0,0.0,,,,126.0,,,,,Collection,Box
66525-1,Farm Super Pack 3-in-1,Pre-school,Duplo,Product Collection,2015.0,142.0,0.0,,,,52.0,,,,,Collection,Box
66526-1,Value Pack,Girls,Friends,Product Collection,2015.0,1065.0,0.0,,,,86.0,,,,,Collection,Box
66533-1,Microfighter 3 in 1 Super Pack,Licensed,Star Wars,Product Collection,2015.0,276.0,0.0,,,,60.0,,,,,Collection,Box
66534-1,Microfighter 3 in 1 Super Pack,Licensed,Star Wars,Product Collection,2015.0,288.0,0.0,,,,60.0,,,,,Collection,Box
66535-1,Battle Pack 2 in 1,Licensed,Star Wars,Product Collection,2015.0,83.0,0.0,,,,63.0,,,,,Collection,Box
66536-1,Battle Pack 2 in 1,Licensed,Star Wars,Product Collection,2015.0,243.0,0.0,,,,50.0,,,,,Collection,Box
70166-1,Spyclops Infiltration,Action/Adventure,Ultra Agents,,2015.0,109.0,2.0,/inventories/70166-1,/minifigs/inset-70166-1,9.99,11.0,8.0,4.0,2.0,,Normal,Box
70167-1,Invizable Gold Getaway,Action/Adventure,Ultra Agents,,2015.0,237.0,2.0,/inventories/70167-1,/minifigs/inset-70167-1,19.99,27.0,15.0,5.0,1.0,,Normal,Box
70168-1,Drillex Diamond Job,Action/Adventure,Ultra Agents,,2015.0,312.0,2.0,/inventories/70168-1,/minifigs/inset-70168-1,29.99,30.0,19.0,4.0,1.0,,Normal,Box
70169-1,Agent Stealth Patrol,Action/Adventure,Ultra Agents,,2015.0,475.0,4.0,/inventories/70169-1,/minifigs/inset-70169-1,49.99,42.0,30.0,5.0,2.0,,Normal,Box
70170-1,UltraCopter vs. AntiMatter,Action/Adventure,Ultra Agents,,2015.0,614.0,4.0,/inventories/70170-1,/minifigs/inset-70170-1,79.99,86.0,57.0,5.0,2.0,,Normal,Box
70171-1,Ultrasonic Showdown,Action/Adventure,Ultra Agents,,2015.0,187.0,2.0,/inventories/70171-1,/minifigs/inset-70171-1,19.99,84.0,40.0,5.0,2.0,,Normal,Box
70172-1,AntiMatter's Portal Hideout,Action/Adventure,Ultra Agents,,2015.0,475.0,4.0,/inventories/70172-1,/minifigs/inset-70172-1,69.99,97.0,70.0,,,,Normal,Box
70173-1,Ultra Agents Ocean HQ,Action/Adventure,Ultra Agents,,2015.0,1204.0,6.0,/inventories/70173-1,/minifigs/inset-70173-1,99.99,261.0,199.0,5.0,2.0,,Normal,Box
70220-1,Strainor's Saber Cycle,Action/Adventure,Legends of Chima,Fire vs. Ice,2015.0,161.0,2.0,/inventories/70220-1,/minifigs/inset-70220-1,14.99,14.0,6.0,4.0,1.0,,Normal,Box
70221-1,Flinx's Ultimate Phoenix,Action/Adventure,Legends of Chima,Fire vs. Ice,2015.0,172.0,2.0,/inventories/70221-1,/minifigs/inset-70221-1,19.99,23.0,16.0,4.0,1.0,,Normal,Box
70222-1,Tormak's Shadow Blazer,Action/Adventure,Legends of Chima,Fire vs. Ice,2015.0,311.0,3.0,/inventories/70222-1,/minifigs/inset-70222-1,29.99,26.0,15.0,5.0,1.0,,Normal,Box
70223-1,Icebite's Claw Driller,Action/Adventure,Legends of Chima,Fire vs. Ice,2015.0,629.0,4.0,/inventories/70223-1,/minifigs/inset-70223-1,49.99,52.0,33.0,,,,Normal,Box
70224-1,Tiger's Mobile Command,Action/Adventure,Legends of Chima,Fire vs. Ice,2015.0,712.0,6.0,/inventories/70224-1,/minifigs/inset-70224-1,79.99,131.0,65.0,5.0,1.0,,Normal,Box
70225-1,Bladvic's Rumble Bear,Action/Adventure,Legends of Chima,Fire vs. Ice,2015.0,415.0,3.0,/inventories/70225-1,/minifigs/inset-70225-1,39.99,39.0,27.0,5.0,1.0,,Normal,Box
70226-1,Mammoth's Frozen Stronghold,Action/Adventure,Legends of Chima,Fire vs. Ice,2015.0,621.0,5.0,/inventories/70226-1,/minifigs/inset-70226-1,59.99,35.0,,,,,Normal,Box
70227-1,King Crominus' Rescue,Action/Adventure,Legends of Chima,Fire vs. Ice,2015.0,863.0,6.0,/inventories/70227-1,/minifigs/inset-70227-1,89.99,62.0,60.0,5.0,1.0,,Normal,Box
70228-1,Vultrix's Sky Scavenger,Action/Adventure,Legends of Chima,Fire vs. Ice,2015.0,480.0,3.0,/inventories/70228-1,/minifigs/inset-70228-1,39.99,27.0,,5.0,2.0,,Normal,Box
70229-1, Lion Tribe Pack,Action/Adventure,Legends of Chima,Tribe Packs,2015.0,78.0,3.0,/inventories/70229-1,/minifigs/inset-70229-1,9.99,12.0,6.0,4.0,2.0,,Normal,Box
70230-1,Ice Bear Tribe Pack,Action/Adventure,Legends of Chima,Tribe Packs,2015.0,75.0,3.0,/inventories/70230-1,/minifigs/inset-70230-1,9.99,11.0,7.0,3.0,1.0,,Normal,Box
70231-1,Crocodile Tribe Pack,Action/Adventure,Legends of Chima,Tribe Packs,2015.0,72.0,3.0,/inventories/70231-1,/minifigs/inset-70231-1,9.99,13.0,8.0,4.0,2.0,,Normal,Box
70232-1,Saber Tooth Tiger Tribe Pack,Action/Adventure,Legends of Chima,Tribe Packs,2015.0,74.0,3.0,/inventories/70232-1,/minifigs/inset-70232-1,9.99,12.0,7.0,,,,Normal,Box
70409-1,Shipwreck Defence,Historical,Pirates,,2015.0,84.0,2.0,/inventories/70409-1,/minifigs/inset-70409-1,12.99,18.0,11.0,4.3,3.0,,Normal,Box
70410-1,Soldiers Outpost,Historical,Pirates,,2015.0,164.0,3.0,/inventories/70410-1,/minifigs/inset-70410-1,19.99,32.0,21.0,4.3,3.0,,Normal,Box
70411-1,Treasure Island,Historical,Pirates,,2015.0,181.0,3.0,/inventories/70411-1,/minifigs/inset-70411-1,19.99,55.0,39.0,5.0,3.0,,Normal,Box
70412-1,Soldiers Fort,Historical,Pirates,,2015.0,234.0,5.0,/inventories/70412-1,/minifigs/inset-70412-1,29.99,51.0,37.0,3.7,3.0,,Normal,Box
70413-1,The Brick Bounty,Historical,Pirates,,2015.0,745.0,7.0,/inventories/70413-1,/minifigs/inset-70413-1,99.99,168.0,124.0,4.8,5.0,,Normal,Box
70730-1,Chain Cycle Ambush,Action/Adventure,Ninjago,Possession,2015.0,298.0,3.0,/inventories/70730-1,/minifigs/inset-70730-1,29.99,34.0,25.0,4.0,1.0,,Normal,Box
70731-1,Jay Walker One,Action/Adventure,Ninjago,Possession,2015.0,386.0,4.0,/inventories/70731-1,/minifigs/inset-70731-1,39.99,39.0,20.0,5.0,1.0,,Normal,Box
70732-1,City of Stiix,Action/Adventure,Ninjago,Possession,2015.0,1069.0,9.0,/inventories/70732-1,/minifigs/inset-70732-1,99.99,123.0,95.0,4.8,4.0,,Normal,Box
70733-1, Blaster Bike,Action/Adventure,Ninjago,Possession,2015.0,212.0,2.0,/inventories/70733-1,/minifigs/inset-70733-1,19.99,24.0,10.0,5.0,1.0,,Normal,Box
70734-1,Master Wu Dragon,Action/Adventure,Ninjago,Possession,2015.0,575.0,5.0,/inventories/70734-1,/minifigs/inset-70734-1,39.99,54.0,37.0,4.6,5.0,,Normal,Box
70735-1,Ronin R.E.X.,Action/Adventure,Ninjago,Possession,2015.0,547.0,4.0,/inventories/70735-1,/minifigs/inset-70735-1,49.99,47.0,31.0,5.0,1.0,,Normal,Box
70736-1,Attack of the Morro Dragon,Action/Adventure,Ninjago,Possession,2015.0,658.0,6.0,/inventories/70736-1,/minifigs/inset-70736-1,69.99,94.0,68.0,5.0,2.0,,Normal,Box
70737-1,Titan Mech Battle,Action/Adventure,Ninjago,Possession,2015.0,754.0,5.0,/inventories/70737-1,/minifigs/inset-70737-1,59.99,96.0,57.0,5.0,1.0,,Normal,Box
70738-1,Final Flight of Destiny's Bounty,Action/Adventure,Ninjago,Possession,2015.0,1253.0,9.0,/inventories/70738-1,/minifigs/inset-70738-1,119.99,122.0,80.0,5.0,2.0,,Normal,Box
70739-1,Airjitzu Kai Flyer,Action/Adventure,Ninjago,Airjitzu,2015.0,46.0,1.0,/inventories/70739-1,/minifigs/inset-70739-1,9.99,19.0,7.0,,,,Normal,Box with backing card
70740-1,Airjitzu Jay Flyer,Action/Adventure,Ninjago,Airjitzu,2015.0,45.0,1.0,/inventories/70740-1,/minifigs/inset-70740-1,9.99,17.0,10.0,5.0,1.0,,Normal,Box with backing card
70741-1,Airjitzu Cole Flyer,Action/Adventure,Ninjago,Airjitzu,2015.0,47.0,1.0,/inventories/70741-1,/minifigs/inset-70741-1,9.99,11.0,10.0,3.0,1.0,,Normal,Box with backing card
70742-1,Airjitzu Zane Flyer,Action/Adventure,Ninjago,Airjitzu,2015.0,42.0,1.0,/inventories/70742-1,/minifigs/inset-70742-1,9.99,11.0,6.0,,,,Normal,Box with backing card
70743-1,Airjitzu Morro Flyer,Action/Adventure,Ninjago,Airjitzu,2015.0,46.0,1.0,/inventories/70743-1,/minifigs/inset-70743-1,9.99,16.0,6.0,4.3,3.0,,Normal,Box with backing card
70744-1,Airjitzu Wrayth Flyer,Action/Adventure,Ninjago,Airjitzu,2015.0,43.0,1.0,/inventories/70744-1,/minifigs/inset-70744-1,9.99,13.0,6.0,4.0,2.0,,Normal,Box with backing card
70745-1,Anacondrai Crusher,Action/Adventure,Ninjago,Tournament of Elements,2015.0,219.0,2.0,/inventories/70745-1,/minifigs/inset-70745-1,19.99,23.0,10.0,5.0,2.0,,Normal,Box
70746-1,Condrai Copter Attack,Action/Adventure,Ninjago,Tournament of Elements,2015.0,311.0,3.0,/inventories/70746-1,/minifigs/inset-70746-1,29.99,29.0,18.0,4.3,3.0,,Normal,Box
70747-1,Boulder Blaster,Action/Adventure,Ninjago,Tournament of Elements,2015.0,236.0,3.0,/inventories/70747-1,/minifigs/inset-70747-1,29.99,33.0,18.0,5.0,1.0,,Normal,Box
70748-1,Titanium Dragon,Action/Adventure,Ninjago,Tournament of Elements,2015.0,360.0,3.0,/inventories/70748-1,/minifigs/inset-70748-1,39.99,49.0,31.0,4.8,4.0,,Normal,Box
70749-1,Enter the Serpent,Action/Adventure,Ninjago,Tournament of Elements,2015.0,529.0,5.0,/inventories/70749-1,/minifigs/inset-70749-1,59.99,67.0,49.0,4.7,3.0,,Normal,Box
70750-1,Ninja DB X,Action/Adventure,Ninjago,Tournament of Elements,2015.0,756.0,7.0,/inventories/70750-1,/minifigs/inset-70750-1,79.99,93.0,82.0,4.5,2.0,,Normal,Box
70751-1,Temple of Airjitzu,Action/Adventure,Ninjago,General,2015.0,2028.0,13.0,/inventories/70751-1,/minifigs/inset-70751-1,199.99,237.0,199.0,5.0,2.0,,Normal,Box
70752-1,Jungle Trap,Action/Adventure,Ninjago,Tournament of Elements,2015.0,58.0,2.0,/inventories/70752-1,/minifigs/inset-70752-1,6.99,15.0,6.0,4.2,5.0,,Normal,Box
70753-1,Lava Falls,Action/Adventure,Ninjago,Tournament of Elements,2015.0,94.0,2.0,/inventories/70753-1,/minifigs/inset-70753-1,7.99,13.0,10.0,5.0,3.0,,Normal,Box
70754-1,ElectroMech,Action/Adventure,Ninjago,Tournament of Elements,2015.0,153.0,2.0,/inventories/70754-1,/minifigs/inset-70754-1,14.99,33.0,14.0,5.0,2.0,,Normal,Box
70755-1,Jungle Raider ,Action/Adventure,Ninjago,Tournament of Elements,2015.0,188.0,2.0,/inventories/70755-1,/minifigs/inset-70755-1,19.99,25.0,15.0,4.5,2.0,,Normal,Box
70756-1,Dojo Showdown,Action/Adventure,Ninjago,Tournament of Elements,2015.0,215.0,4.0,/inventories/70756-1,/minifigs/inset-70756-1,24.99,43.0,30.0,5.0,1.0,,Normal,Box
70778-1,Protector of Jungle,Constraction,Bionicle,Companions,2015.0,64.0,0.0,/inventories/70778-1,,9.99,24.0,15.0,4.7,3.0,,Normal,Box
70779-1,Protector of Stone,Constraction,Bionicle,Companions,2015.0,73.0,0.0,/inventories/70779-1,,9.99,20.0,14.0,4.8,4.0,,Normal,Box
70780-1,Protector of Water,Constraction,Bionicle,Companions,2015.0,71.0,0.0,/inventories/70780-1,,9.99,22.0,9.0,3.0,1.0,,Normal,Box
70781-1,Protector of Earth,Constraction,Bionicle,Companions,2015.0,66.0,0.0,/inventories/70781-1,,9.99,27.0,15.0,4.5,2.0,,Normal,Box
70782-1,Protector of Ice,Constraction,Bionicle,Companions,2015.0,68.0,0.0,/inventories/70782-1,,9.99,23.0,12.0,4.4,5.0,,Normal,Box
70783-1,Protector of Fire,Constraction,Bionicle,Companions,2015.0,69.0,0.0,/inventories/70783-1,,9.99,20.0,9.0,4.0,1.0,,Normal,Box
70784-1,Lewa - Master of Jungle,Constraction,Bionicle,Toa,2015.0,85.0,0.0,/inventories/70784-1,,14.99,20.0,15.0,4.7,7.0,,Normal,Box
70785-1,Pohatu - Master of Stone,Constraction,Bionicle,Toa,2015.0,66.0,0.0,/inventories/70785-1,,14.99,19.0,10.0,4.0,5.0,,Normal,Box
70786-1,Gali - Master of Water,Constraction,Bionicle,Toa,2015.0,87.0,0.0,/inventories/70786-1,,14.99,29.0,28.0,4.8,4.0,,Normal,Box
70787-1,Tahu - Master of Fire,Constraction,Bionicle,Toa,2015.0,89.0,0.0,/inventories/70787-1,,19.99,39.0,22.0,4.8,6.0,,Normal,Box
70788-1,Kopaka - Master of Ice,Constraction,Bionicle,Toa,2015.0,97.0,0.0,/inventories/70788-1,,19.99,34.0,19.0,5.0,5.0,,Normal,Box
70789-1,Onua - Master of Earth,Constraction,Bionicle,Toa,2015.0,108.0,0.0,/inventories/70789-1,,19.99,29.0,18.0,4.8,4.0,,Normal,Box
70790-1,Lord of Skull Spiders,Constraction,Bionicle,Reboot Villains,2015.0,145.0,0.0,/inventories/70790-1,,14.99,20.0,10.0,4.7,3.0,,Normal,Box
70791-1,Skull Warrior,Constraction,Bionicle,Reboot Villains,2015.0,102.0,0.0,/inventories/70791-1,,14.99,17.0,11.0,4.5,2.0,,Normal,Box
70792-1,Skull Slicer,Constraction,Bionicle,Reboot Villains,2015.0,71.0,0.0,/inventories/70792-1,,14.99,12.0,9.0,4.3,3.0,,Normal,Box
70793-1,Skull Basher,Constraction,Bionicle,Reboot Villains,2015.0,72.0,0.0,/inventories/70793-1,,14.99,14.0,11.0,3.7,7.0,,Normal,Box
70794-1,Skull Scorpio,Constraction,Bionicle,Reboot Villains,2015.0,107.0,0.0,/inventories/70794-1,,14.99,11.0,9.0,5.0,1.0,,Normal,Box
